time, value, t-delta
1358416901, 1428, 90
1358417202, 2266, 90
1358417503, 1736, 90
1358417804, 2192, 90
1358418120, 4394, 90
1358418421, 4127, 90
1358418722, 1691, 90
1358419024, 1306, 90
1358419325, 2371, 90
1358419638, 2075, 90
1358419944, 1026, 90
1358420245, 864, 90
1358420546, 1924, 90
1358420847, 2365, 90
1358421148, 2242, 90
1358421449, 2228, 90
1358421750, 2238, 90
1358422052, 282, 90
1358422353, 107, 90
1358422654, 117, 90
1358422955, 132, 90
1358423256, 151, 90
1358423558, 2238, 90
1358423859, 2359, 90
1358424161, 2441, 90
1358424463, 538, 90
1358424765, 320, 90
1358425067, 284, 90
1358425368, 350, 90
1358425669, 312, 90
1358425970, 312, 90
1358426271, 298, 90
1358426572, 286, 90
1358426874, 227, 90
1358427175, 223, 90
1358427477, 230, 90
1358427778, 269, 90
1358428079, 279, 90
1358428380, 277, 90
1358428681, 842, 90
1358428983, 520, 90
1358429284, 107, 90
1358429585, 108, 90
1358429887, 111, 90
1358430188, 110, 90
1358430489, 109, 90
1358430790, 113, 90
1358431091, 159, 90
1358431393, 167, 90
1358431694, 163, 90
1358431995, 136, 90
1358432296, 135, 90
1358432597, 1984, 90
1358432898, 2309, 90
1358433200, 336, 90
1358433501, 150, 90
1358433802, 149, 90
1358434104, 152, 90
1358434405, 183, 90
1358434707, 216, 90
1358435008, 226, 90
1358435310, 232, 90
1358435614, 111, 90
1358435916, 102, 90
1358436218, 103, 90
1358436519, 102, 90
1358436821, 102, 90
1358437122, 104, 90
1358437423, 106, 90
1358437725, 116, 90
1358438026, 160, 90
1358438328, 155, 90
1358438630, 153, 90
1358438931, 105, 90
1358439233, 102, 90
1358439534, 102, 90
1358439835, 106, 90
1358440137, 149, 90
1358440438, 153, 90
1358440740, 149, 90
1358441041, 156, 90
1358441343, 548, 90
1358441644, 338, 90
1358441945, 553, 90
1358442246, 502, 90
1358442548, 1305, 90
1358442849, 1239, 90
1358443150, 523, 90
1358526393, 97, 90
1358526695, 95, 90
1358526996, 95, 90
1358527297, 97, 90
1358527598, 98, 90
1358527899, 154, 90
1358528201, 153, 90
1358528502, 148, 90
1358528803, 121, 90
1358529104, 140, 90
1358529405, 144, 90
1358529709, 144, 90
1358530010, 144, 90
1358530311, 145, 90
1358530612, 144, 90
1358530914, 145, 90
1358531215, 143, 90
1358531516, 217, 90
1358531817, 194, 90
1358532118, 170, 90
1358532419, 111, 90
1358532721, 95, 90
1358533022, 96, 90
1358533328, 97, 90
1358533630, 98, 90
1358533931, 97, 90
1358534232, 97, 90
1358534533, 96, 90
1358534835, 107, 90
1358535136, 154, 90
1358535437, 149, 90
1358535738, 147, 90
1358536039, 106, 90
1358536342, 97, 90
1358536643, 97, 90
1358536944, 96, 90
1358537245, 95, 90
1358537546, 100, 90
1358537848, 147, 90
1358538149, 144, 90
1358538450, 155, 90
1358538751, 201, 90
1358539053, 195, 90
1358539355, 194, 90
1358539656, 143, 90
1358539957, 141, 90
1358540258, 139, 90
1358540559, 128, 90
1358540860, 97, 90
1358541162, 101, 90
1358541463, 98, 90
1358541764, 97, 90
1358542065, 114, 90
1358542366, 154, 90
1358542668, 151, 90
1358542969, 150, 90
1358543270, 999, 90
1358543572, 2217, 90
1358543873, 1057, 90
1358544174, 97, 90
1358544475, 100, 90
1358544776, 98, 90
1358545077, 95, 90
1358545379, 98, 90
1358545680, 139, 90
1358545981, 201, 90
1358546282, 196, 90
1358546601, 195, 90
1358546956, 145, 90
1358547257, 142, 90
1358547558, 142, 90
1358547864, 147, 90
1358548165, 140, 90
1358548466, 139, 90
1358548768, 121, 90
1358549069, 95, 90
1358549370, 117, 90
1358549671, 153, 90
1358549972, 150, 90
1358550273, 146, 90
1358550575, 96, 90
1358550876, 99, 90
1358551177, 99, 90
1358551779, 96, 90
1358552081, 97, 90
1358552382, 97, 90
1358552683, 96, 90
1358552984, 116, 90
1358553285, 164, 90
1358553586, 197, 90
1358553887, 194, 90
1358554189, 151, 90
1358554490, 143, 90
1358554791, 144, 90
1358555093, 143, 90
1358555394, 141, 90
1358555695, 141, 90
1358555997, 138, 90
1358556298, 125, 90
1358556599, 106, 90
1358556900, 154, 90
1358557201, 151, 90
1358557503, 152, 90
1358557805, 106, 90
1358558108, 98, 90
1358558409, 97, 90
1358558711, 97, 90
1358559012, 97, 90
1358559313, 96, 90
1358559615, 97, 90
1358559916, 98, 90
1358560217, 98, 90
1358560518, 157, 90
1358560821, 164, 90
1358561122, 196, 90
1358561423, 160, 90
1358561724, 144, 90
1358562025, 144, 90
1358562326, 192, 90
1358562628, 2361, 90
1358562929, 2263, 90
1358563230, 141, 90
1358563531, 140, 90
1358563832, 138, 90
1358564134, 157, 90
1358564435, 154, 90
1358564736, 150, 90
1358565037, 126, 90
1358565338, 96, 90
1358565640, 97, 90
1358565941, 95, 90
1358566563, 96, 90
1358566864, 96, 90
1358567166, 100, 90
1358567768, 143, 90
1358568069, 151, 90
1358568370, 171, 90
1358568672, 165, 90
1358568973, 143, 90
1358569274, 142, 90
1358569575, 143, 90
1358569876, 144, 90
1358570177, 142, 90
1358570478, 146, 90
1358570779, 141, 90
1358571382, 177, 90
1358571683, 153, 90
1358571984, 150, 90
1358572285, 118, 90
1358572586, 96, 90
1358572888, 98, 90
1358573189, 96, 90
1358573490, 97, 90
1358573791, 101, 90
1358574092, 96, 90
1358574393, 97, 90
1358574695, 97, 90
1358574996, 148, 90
1358575297, 151, 90
1358575598, 176, 90
1358575899, 161, 90
1358576201, 144, 90
1358576502, 143, 90
1358576803, 143, 90
1358577104, 148, 90
1358577405, 141, 90
1358577706, 141, 90
1358578007, 139, 90
1358578308, 137, 90
1358578610, 171, 90
1358578911, 152, 90
1358579212, 149, 90
1358579515, 109, 90
1358579817, 96, 90
1358580118, 98, 90
1358580419, 102, 90
1358580720, 97, 90
1358581021, 96, 90
1358581323, 2051, 90
1358581624, 2235, 90
1358581925, 481, 90
1358582226, 164, 90
1358582527, 159, 90
1358582829, 186, 90
1358583130, 164, 90
1358583431, 152, 90
1358583732, 152, 90
1358584033, 151, 90
1358584334, 153, 90
1358584636, 150, 90
1358584937, 152, 90
1358585238, 148, 90
1358585539, 141, 90
1358585840, 157, 90
1358586142, 161, 90
1358586443, 158, 90
1358586744, 133, 90
1358587045, 102, 90
1358587346, 102, 90
1358587647, 103, 90
1358587948, 103, 90
1358588250, 104, 90
1358588551, 103, 90
1358588852, 102, 90
1358589153, 103, 90
1358589454, 148, 90
1358589755, 159, 90
1358590057, 160, 90
1358590358, 162, 90
1358590659, 151, 90
1358590960, 149, 90
1358591261, 144, 90
1358591563, 150, 90
1358591864, 149, 90
1358592165, 148, 90
1358592466, 148, 90
1358592767, 148, 90
1358593068, 169, 90
1358593369, 165, 90
1358593671, 158, 90
1358593972, 147, 90
1358594273, 103, 90
1358594574, 100, 90
1358594875, 101, 90
1358595176, 100, 90
1358595478, 101, 90
1358595779, 101, 90
1358596080, 103, 90
1358596381, 104, 90
1358596682, 133, 90
1358596984, 162, 90
1358597285, 158, 90
1358597586, 152, 90
1358597887, 103, 90
1358598189, 102, 90
1358598490, 103, 90
1358598791, 104, 90
1358599092, 145, 90
1358599393, 152, 90
1358599694, 151, 90
1358599996, 155, 90
1358600297, 978, 90
1358600598, 2365, 90
1358600900, 2318, 90
1358601201, 199, 90
1358601502, 143, 90
1358601803, 103, 90
1358602104, 103, 90
1358602406, 102, 90
1358602707, 100, 90
1358603009, 101, 90
1358603311, 98, 90
1358603612, 99, 90
1358603913, 151, 90
1358604214, 160, 90
1358604515, 155, 90
1358604816, 153, 90
1358605117, 99, 90
1358605418, 96, 90
1358605720, 95, 90
1358606021, 95, 90
1358606322, 99, 90
1358606623, 97, 90
1358606924, 96, 90
1358607225, 96, 90
1358607527, 154, 90
1358607828, 201, 90
1358608129, 197, 90
1358608430, 194, 90
1358608731, 147, 90
1358609036, 141, 90
1358609337, 140, 90
1358609638, 147, 90
1358609939, 140, 90
1358610240, 137, 90
1358610541, 125, 90
1358610842, 96, 90
1358611144, 97, 90
1358611445, 158, 90
1358611746, 151, 90
1358612047, 149, 90
1358612348, 106, 90
1358612650, 96, 90
1358612951, 100, 90
1358613252, 95, 90
1358613553, 96, 90
1358613854, 95, 90
1358614156, 94, 90
1358614457, 96, 90
1358614758, 128, 90
1358615059, 200, 90
1358615360, 196, 90
1358615661, 195, 90
1358615963, 169, 90
1358616264, 149, 90
1358616565, 143, 90
1358616866, 142, 90
1358617167, 137, 90
1358617468, 138, 90
1358617769, 106, 90
1358618071, 95, 90
1358618372, 96, 90
1358618673, 134, 90
1358618974, 151, 90
1358619276, 150, 90
1358619577, 134, 90
1358619878, 97, 90
1358620179, 96, 90
1358620480, 97, 90
1358620781, 96, 90
1358621083, 96, 90
1358621384, 2234, 90
1358621685, 2233, 90
1358621986, 141, 90
1358622288, 167, 90
1358622589, 204, 90
1358622890, 196, 90
1358623191, 186, 90
1358623493, 141, 90
1358623794, 141, 90
1358624095, 140, 90
1358624396, 137, 90
1358624697, 126, 90
1358624999, 96, 90
1358625300, 97, 90
1358625602, 97, 90
1358625905, 115, 90
1358626207, 154, 90
1358626509, 152, 90
1358626810, 145, 90
1358627112, 98, 90
1358627413, 96, 90
1358627714, 97, 90
1358628016, 96, 90
1358628317, 95, 90
1358628618, 94, 90
1358628920, 129, 90
1358629221, 148, 90
1358629522, 159, 90
1358629823, 201, 90
1358630124, 196, 90
1358630426, 191, 90
1358630727, 141, 90
1358631028, 140, 90
1358631329, 138, 90
1358631631, 136, 90
1358631932, 107, 90
1358632233, 97, 90
1358632534, 101, 90
1358632836, 96, 90
1358633137, 108, 90
1358633438, 155, 90
1358633740, 150, 90
1358634041, 148, 90
1358634342, 101, 90
1358634643, 96, 90
1358634945, 97, 90
1358635246, 96, 90
1358635547, 97, 90
1358635848, 125, 90
1358636149, 143, 90
1358636450, 143, 90
1358636752, 141, 90
1358637053, 200, 90
1358637354, 195, 90
1358637655, 193, 90
1358637956, 155, 90
1358638257, 139, 90
1358638559, 135, 90
1358638860, 116, 90
1358639161, 95, 90
1358639463, 97, 90
1358639764, 97, 90
1358640066, 1401, 90
1358640367, 2216, 90
1358640668, 1355, 90
1358640969, 151, 90
1358641271, 149, 90
1358641572, 117, 90
1358641873, 96, 90
1358642174, 100, 90
1358642476, 97, 90
1358642777, 116, 90
1358643078, 143, 90
1358643379, 144, 90
1358643681, 142, 90
1358643982, 142, 90
1358644283, 180, 90
1358644584, 196, 90
1358644886, 193, 90
1358645187, 166, 90
1358645488, 143, 90
1358645789, 100, 90
1358646090, 95, 90
1358646392, 95, 90
1358646693, 95, 90
1358646994, 95, 90
1358647296, 96, 90
1358647597, 97, 90
1358647898, 128, 90
1358648199, 154, 90
1358648500, 150, 90
1358648801, 141, 90
1358649102, 97, 90
1358649404, 95, 90
1358649705, 114, 90
1358650006, 142, 90
1358650307, 143, 90
1358650608, 143, 90
1358650909, 142, 90
1358651211, 141, 90
1358651512, 159, 90
1358651813, 198, 90
1358652114, 199, 90
1358652415, 184, 90
1358652717, 118, 90
1358653018, 96, 90
1358653319, 95, 90
1358653621, 96, 90
1358653922, 96, 90
1358654223, 96, 90
1358654524, 97, 90
1358654825, 96, 90
1358655126, 125, 90
1358655428, 159, 90
1358655729, 153, 90
1358656351, 99, 90
1358656655, 96, 90
1358656963, 124, 90
1358657264, 143, 90
1358657565, 144, 90
1358657866, 144, 90
1358658168, 142, 90
1358658469, 142, 90
1358658770, 182, 90
1358659071, 297, 90
1358659372, 2346, 90
1358659673, 2341, 90
1358659975, 947, 90
1358660276, 96, 90
1358660577, 97, 90
1358660878, 96, 90
1358661180, 97, 90
1358661481, 96, 90
1358661782, 97, 90
1358662083, 103, 90
1358662384, 96, 90
1358662685, 162, 90
1358662987, 152, 90
1358663288, 149, 90
1358663589, 112, 90
1358663890, 117, 90
1358664191, 144, 90
1358664492, 143, 90
1358664793, 142, 90
1358665094, 143, 90
1358665395, 147, 90
1358665699, 140, 90
1358666000, 142, 90
1358666301, 184, 90
1358666603, 191, 90
1358666904, 170, 90
1358667205, 117, 90
1358667507, 97, 90
1358667808, 95, 90
1358668109, 95, 90
1358668410, 96, 90
1358668711, 101, 90
1358669012, 98, 90
1358669313, 97, 90
1358669614, 97, 90
1358669916, 138, 90
1358670217, 154, 90
1358670518, 154, 90
1358670819, 130, 90
1358671120, 127, 90
1358671421, 142, 90
1358671723, 145, 90
1358672025, 143, 90
1358672326, 144, 90
1358672627, 142, 90
1358672928, 140, 90
1358673230, 139, 90
1358673531, 160, 90
1358673832, 196, 90
1358674133, 154, 90
1358674435, 142, 90
1358674737, 96, 90
1358675042, 101, 90
1358675343, 98, 90
1358675645, 98, 90
1358675947, 100, 90
1358676248, 99, 90
1358676549, 98, 90
1358676852, 96, 90
1358677153, 133, 90
1358677454, 161, 90
1358677755, 157, 90
1358678057, 155, 90
1358678359, 107, 90
1358678660, 140, 90
1358678961, 144, 90
1358679262, 145, 90
1358679563, 141, 90
1358679876, 141, 90
1358680177, 1021, 90
1358680478, 2292, 90
1358680779, 1379, 90
1358681080, 191, 90
1358681382, 180, 90
1358681683, 161, 90
1358681984, 121, 90
1358682285, 101, 90
1358682586, 101, 90
1358682887, 101, 90
1358683189, 100, 90
1358683490, 100, 90
1358683795, 98, 90
1358684098, 101, 90
1358684399, 102, 90
1358684701, 140, 90
1358685002, 165, 90
1358685303, 159, 90
1358685605, 147, 90
1358685907, 103, 90
1358686209, 102, 90
1358686512, 113, 90
1358686814, 147, 90
1358687115, 147, 90
1358687416, 148, 90
1358687717, 147, 90
1358688020, 153, 90
1358688321, 146, 90
1358688622, 206, 90
1358688923, 200, 90
1358689225, 195, 90
1358689526, 122, 90
1358689827, 100, 90
1358690128, 99, 90
1358690429, 99, 90
1358690731, 98, 90
1358691032, 97, 90
1358691333, 102, 90
1358691634, 96, 90
1358691936, 95, 90
1358692237, 145, 90
1358692538, 197, 90
1358692839, 204, 90
1358693140, 202, 90
1358693442, 1968, 90
1358693743, 142, 90
1358694044, 399, 90
1358694346, 692, 90
1358694647, 1805, 90
1358694949, 2543, 90
1358695250, 2608, 90
1358695551, 1113, 90
1358695853, 2074, 90
1358696155, 2940, 90
1358696457, 1908, 90
1358696758, 914, 90
1358697059, 665, 90
1358697360, 915, 90
1358697661, 726, 90
1358697963, 655, 90
1358698266, 471, 90
1358698567, 316, 90
1358698868, 426, 90
1358699169, 1016, 90
1358699471, 2491, 90
1358699772, 910, 90
1358700073, 609, 90
1358700374, 599, 90
1358700676, 750, 90
1358700977, 596, 90
1358701278, 324, 90
1358701580, 277, 90
1358701882, 1085, 90
1358702184, 1079, 90
1358702486, 671, 90
1358702797, 542, 90
1358703099, 427, 90
1358703400, 304, 90
1358703705, 441, 90
1358704006, 865, 90
1358704307, 583, 90
1358704609, 488, 90
1358704910, 227, 90
1358705211, 224, 90
1358705513, 214, 90
1358705814, 205, 90
1358706115, 203, 90
1358706417, 258, 90
1358706718, 270, 90
1358707020, 262, 90
1358707322, 258, 90
1358707626, 253, 90
1358707928, 202, 90
1358708246, 257, 90
1358708552, 1465, 90
1358708856, 287, 90
1358709157, 294, 90
1358709459, 1868, 90
1358709761, 2477, 90
1358710062, 664, 90
1358710364, 338, 90
1358710665, 322, 90
1358710966, 307, 90
1358711267, 258, 90
1358711569, 249, 90
1358711870, 236, 90
1358712172, 218, 90
1358712473, 200, 90
1358712774, 200, 90
1358713076, 202, 90
1358713377, 266, 90
1358713678, 261, 90
1358713980, 261, 90
1358714281, 263, 90
1358714583, 218, 90
1358714884, 182, 90
1358715186, 233, 90
1358715487, 428, 90
1358715788, 524, 90
1358716091, 371, 90
1358716392, 1237, 90
1358716693, 2522, 90
1358716995, 2389, 90
1358717296, 2347, 90
1358717597, 2386, 90
1358717899, 2401, 90
1358718200, 2355, 90
1358718501, 616, 90
1358718803, 153, 90
1358719104, 152, 90
1358719405, 152, 90
1358719706, 151, 90
1358720007, 146, 90
1358720309, 178, 90
1358720610, 213, 90
1358720911, 184, 90
1358721213, 163, 90
1358721514, 144, 90
1358721815, 107, 90
1358722116, 107, 90
1358722417, 106, 90
1358722719, 106, 90
1358723020, 106, 90
1358723321, 106, 90
1358723622, 107, 90
1358723923, 153, 90
1358724225, 168, 90
1358724526, 164, 90
1358724827, 163, 90
1358725128, 135, 90
1358725429, 107, 90
1358725730, 113, 90
1358726032, 152, 90
1358726333, 151, 90
1358726634, 152, 90
1358726935, 152, 90
1358727236, 156, 90
1358727537, 189, 90
1358727839, 212, 90
1358728140, 207, 90
1358728441, 202, 90
1358728743, 140, 90
1358729044, 109, 90
1358729345, 107, 90
1358729646, 108, 90
1358729948, 107, 90
1358730249, 108, 90
1358730550, 111, 90
1358730851, 106, 90
1358731152, 164, 90
1358731454, 167, 90
1358731755, 165, 90
1358732056, 162, 90
1358732357, 107, 90
1358732658, 154, 90
1358732960, 2232, 90
1358733261, 2227, 90
1358733562, 230, 90
1358733863, 155, 90
1358734165, 151, 90
1358734466, 154, 90
1358734767, 214, 90
1358735068, 208, 90
1358735370, 207, 90
1358735671, 186, 90
1358735972, 146, 90
1358736273, 146, 90
1358736575, 106, 90
1358736876, 113, 90
1358737177, 108, 90
1358737478, 107, 90
1358737780, 107, 90
1358738081, 131, 90
1358738382, 168, 90
1358738683, 165, 90
1358738984, 164, 90
1358739285, 130, 90
1358741393, 142, 90
1358741694, 187, 90
1358742296, 208, 90
1358742597, 204, 90
1358742899, 161, 90
1358743202, 149, 90
1358743516, 151, 90
1358743831, 147, 90
1358744132, 134, 90
1358745053, 106, 90
1358745357, 162, 90
1358745658, 165, 90
1358745959, 164, 90
1358746260, 151, 90
1358746562, 107, 90
1358746863, 111, 90
1358747164, 109, 90
1358747465, 107, 90
1358747766, 107, 90
1358748067, 108, 90
1358748369, 108, 90
1358748670, 155, 90
1358748971, 211, 90
1358749272, 208, 90
1358749573, 205, 90
1358749874, 179, 90
1358750175, 151, 90
1358750476, 147, 90
1358750778, 149, 90
1358751079, 147, 90
1358751380, 112, 90
1358751681, 107, 90
1358751982, 791, 90
1358752284, 2250, 90
1358752585, 1507, 90
1358752886, 165, 90
1358753187, 167, 90
1358753488, 113, 90
1358753789, 109, 90
1358754090, 108, 90
1358754392, 108, 90
1358754693, 107, 90
1358754994, 107, 90
1358755296, 108, 90
1358755597, 107, 90
1358755899, 165, 90
1358756200, 209, 90
1358756501, 1009, 90
1358756802, 574, 90
1358757103, 151, 90
1358757404, 151, 90
1358757706, 150, 90
1358758007, 721, 90
1358758308, 151, 90
1358758609, 142, 90
1358758910, 114, 90
1358759212, 163, 90
1358759513, 182, 90
1358759814, 185, 90
1358760115, 174, 90
1358760416, 135, 90
1358760717, 110, 90
1358761018, 112, 90
1358761320, 112, 90
1358761621, 111, 90
1358761922, 110, 90
1358762224, 111, 90
1358762525, 110, 90
1358762827, 175, 90
1358763128, 181, 90
1358763430, 189, 90
1358763731, 244, 90
1358764032, 1038, 90
1358764333, 165, 90
1358764634, 158, 90
1358764936, 158, 90
1358765238, 229, 90
1358765539, 2154, 90
1358765841, 2378, 90
1358766142, 958, 90
1358766443, 313, 90
1358766745, 301, 90
1358767046, 279, 90
1358767347, 218, 90
1358767648, 201, 90
1358767950, 196, 90
1358768251, 228, 90
1358768552, 258, 90
1358768853, 257, 90
1358769154, 239, 90
1358769456, 265, 90
1358769757, 260, 90
1358770058, 247, 90
1358770359, 239, 90
1358770660, 195, 90
1358770962, 195, 90
1358771264, 192, 90
